Reference,Left,SAB-code,SAB-grammatical,Verb,Lemma,Voice,SAA-code,SAA-grammatical,Right
doc#0,available a sufficiently detailed summary of the content,AI,Subjected,used,Use,P,Company,Backgrounded,for training the general-purpose AI model. </s><s> While taking
doc#0,a narrative explanation about other data sources,AI,Subjected,used,Use,P,Company,Suppressed,. </s><s> It is appropriate for the AI Office to provide a template
doc#0,the need for compliance for persons who develop or,Company,Agent,use,Use,A,Other,Subjected,models for non-professional or scientific research
doc#0,should furthermore be able to demonstrate compliance,Company,Agent,using,Use,A,Acts,Subjected,"alternative adequate means, if codes of practice or"
doc#0,"services, including how the design of algorithmic systems",Company,Suppressed,used,Use,P,AI,Smuggled Patient ,"in the service may contribute to such risks, as well as"
doc#0,"technology-neutral manner. </s><s> For example, AI systems may be",AI,Subjected,used,Use,P,AI,Smuggled Patient ,"to provide online search engines, in particular, to the"
doc#0,incorporates the results into its existing knowledge and,AI,Agent,uses,Use,A,Other,Beneficiaries ,the updated knowledge to generate a single output that
doc#0,in such database and select the system that they envisage to,Company,Agent,use,Use,A,Other,Suppressed,. </s><s> Other deployers should be entitled to do so voluntarily. </s>
doc#0,"employed by the providers of the AI system, deployers who",Company,Agent,use,Use,A,AI,Subjected,"an AI system to generate or manipulate image, audio or video"
doc#0,regulatory sandboxes should consider the benefits of,General,Agent,using,Use,A,AI,Subjected,those sandboxes also for the purpose of ensuring
doc#0,and prospective providers in the AI regulatory sandbox to,Company,Agent,use,Use,A,AI,Subjected,personal data collected for other purposes for developing
doc#0,of 13 December 2023 on harmonised rules on fair access to and,Acts,Agent,use,Use,A,Regulation,Subjected,of data and amending Regulation (EU) 2017/2394 and
doc#0,"activities, as regards AI systems provided or",AI,Subjected,used,Use,P,Products,Smuggled Patient ,by regulated and supervised financial institutions
doc#0,in an annex to this Regulation insofar as those systems are,AI,Subjected,used,Use,P,Government,Smuggled Patient ,"for the purposes of law enforcement, migration, asylum and"
doc#0,". </s><s> However, for general-purpose AI systems that can be",AI,Subjected,used,Use,P,Company,Smuggled Patient ,directly by deployers for at least one purpose that is
doc#0,operators of high-risk AI systems that are intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,"by public authorities should, respectively, take the"
doc#0,"third country, where the output produced by the AI system is",AI,Subjected,used,Use,P,EU,Smuggled Patient ,in the Union; (d) importers and distributors of AI systems;
doc#0,"market or put into service in the Union, where the output is",AI,Subjected,used,Use,P,EU,Smuggled Patient ,"in the Union exclusively for military, defence or national"
doc#0,apply to obligations of deployers who are natural persons,Public,Agent,using,Use,A,AI,Subjected,AI systems in the course of a purely personal
doc#0,"or legal person, public authority, agency or other body",Company,Agent,using,Use,A,AI,Subjected,an AI system under its authority except where the AI system
doc#0,authority; as regards AI systems put into service or,AI,Subjected,used,Use,P,EU,Smuggled Patient ,"by Union institutions, agencies, offices and bodies,"
doc#0,where such an AI model is trained with a large amount of data,Company,Suppressed,using,Use,A,Other,Subjected,"self-supervision at scale, that displays significant"
doc#0,persons or groups of persons on whom the AI systems are to be,AI,Suppressed,used,Use,P,Public,Smuggled Patient ,. </s><s> CHAPTER II PROHIBITED AI PRACTICES Article 5 Prohibited
doc#0,") thereof, the competent authorities may be authorised to",Government,Aagent,use,Use,A,AI,Subjected,those systems for the purposes of law enforcement. </s><s> Member
doc#0,are fulfilled: (a) the AI systems are intended to be,AI,Subjected,used,Use,P,Other,Smuggled Patient ,in any of the areas listed in Annex III; (b) the AI systems
doc#0,of the AI system; (b) the extent to which an AI system has been,AI,Subjected,used,Use,P,EU,Smuggled Patient ,or is likely to be used; (c) the nature and amount of the data
doc#0,extent to which an AI system has been used or is likely to be,AI,Subjected,used,Use,P,EU,Smuggled Patient ,; (c) the nature and amount of the data processed and used by
doc#0,be used; (c) the nature and amount of the data processed and,Other,Subjected,used,Use,P,AI,Smuggled Patient ,"by the AI system, in particular whether special categories"
doc#0,or fundamental rights when the high-risk AI system is,AI,Subjected,used,Use,P,General,Smuggled Patient ,in accordance with its intended purpose; (b) the
doc#0,of the risks that may emerge when the high-risk AI system is,AI,Subjected,used,Use,P,General,Smuggled Patient ,"in accordance with its intended purpose, and under"
doc#0,the presumable context in which the system is intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,. 56/144 ELI:
doc#0,referred to in paragraphs 2 to 5 whenever such data sets are,Regulation,Subjected,used,Use,P,Company,Suppressed,". 2. </s><s> Training, validation and testing data sets shall be"
doc#0,in relation to whom the high-risk AI system is intended to be,AI,Subjected,used,Use,P,General,Suppressed,. </s><s> Those characteristics of the data sets may be met at the
doc#0,within which the high-risk AI system is intended to be,AI,Subjected,used,Use,P,Other,Suppressed,. </s><s> ELI: http://data.europa.eu/eli/reg/2024/1689/oj
doc#0,data. 6. </s><s> For the development of high-risk AI systems not,Company,Suppressed,using,Use,A,AI,Subjected,"techniques involving the training of AI models,"
doc#0,"required in Annex IV in a simplified manner, it shall",Company,Agent,use,Use,A,Regulation,Subjected,the form referred to in this paragraph. </s><s> Notified bodies
doc#0,to enable deployers to interpret a system''s output and,Company,Agent,use,Use,A,AI,Subjected,it appropriately. </s><s> An appropriate type and degree of
doc#0,to interpret the output of the high-risk AI system and,Company,Agent,use,Use,A,AI,Subjected,it appropriately; (c) the changes to the high-risk AI
doc#0,rights that may emerge when a high-risk AI system is,Social,Beneficiaries ,used,Use,P,AI,Smuggled Patient ,in accordance with its intended purpose or under
doc#0,"(automation bias), in particular for high-risk AI systems",AI,Subjected,used,Use,P,Public,Smuggled Patient ,to provide information or recommendations for decisions
doc#0,"; (b) techniques, procedures and systematic actions to be",Company,Suppressed,used,Use,P,AI,Suppressed,"for the design, design control and design verification of"
doc#0,"; (c) techniques, procedures and systematic actions to be",Company,Suppressed,used,Use,P,AI,Suppressed,"for the development, quality control and quality"
doc#0,"relevant requirements set out in Section 2, the means to be",Regulation,Subjected,used,Use,P,Company,Suppressed,to ensure that the high-risk AI system complies with those
doc#0,", tools, services, components, or processes that are",AI,Subjected,used,Use,P,Other,Smuggled Patient ,"or integrated in a high-risk AI system shall, by written"
doc#0,"supply tools, services, components or processes that are",AI,Subjected,used,Use,P,EU,Backgrounded,for or integrated into high-risk AI systems. </s><s> When
doc#0,technical and organisational measures to ensure they,Company,Agent,use,Use,A,AI,Subjected,such systems in accordance with the instructions for use
doc#0,find that the high-risk AI system that they envisage,Company,Agent,using,Use,A,EU,Subjected,has not been registered in the EU database referred to in
doc#0,"in the EU database referred to in Article 71, they shall not",Company,Agent,use,Use,A,EU,Subjected,that system and shall inform the provider or the
doc#0,"<s> Where applicable, deployers of high-risk AI systems shall",Company,Agent,use,Use,A,Regulation,Subjected,the information provided under Article 13 of this
doc#0,AI system for post-remote biometric identification be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,"for law enforcement purposes in an untargeted way, without"
doc#0,processes in which the high-risk AI system will be,AI,Subjected,used,Use,P,Deployer,Backgrounded,in line with its intended purpose; (b) a description of the
doc#0,"shall notify the Commission and the other Member States,",General,Agent,using,Use,A,EU,Subjected,the electronic notification tool developed and managed by
doc#0,or functional setting within which they are intended to be,AI,Subjected,used,Use,P,Regulation,Smuggled Patient ,shall be presumed to comply with the relevant requirements
doc#0,"all the relevant requirements, that manufacturer may",Company,Agent,use,Use,A,Regulation,Subjected,that option only if it has also applied harmonised
doc#0,is intended to be further distributed or continues to be,AI,Subjected,used,Use,P,Company,Smuggled Patient ,by the current deployer. </s><s> For high-risk AI systems that
doc#0,referred to in Article 71. 3. </s><s> Before putting into service or,Company,Agent,using,Use,A,AI,Subjected,"a high-risk AI system listed in Annex III, with the"
doc#0,the related results and learning outcomes. </s><s> Providers may,Company,Agent,use,Use,A,Regulation,Subjected,such documentation to demonstrate their compliance with
doc#0,"supervisory powers within the limits of the relevant law,",Government,Agent,using,Use,A,Regulation,Subjected,their discretionary powers when implementing legal
doc#0,AI systems. </s><s> Market surveillance authorities shall,Other,Agent,use,Use,A,Other,Subjected,those powers to ensure the safe development of testing in
doc#0,maintain a single information platform providing easy to,EU,Agent,use,Use,A,Regulation,Subjected,information in relation to this Regulation for all
doc#0,", the necessary elements described in paragraphs 1, 2 and 3",Company,Agent,using,Use,A,Regulation,Subjected,the template referred in paragraph 3 into systems and plans
doc#0,"AI systems placed on the market, put into service, or",AI,Subjected,used,Use,P,EU,Smuggled Patient ,by financial institutions regulated by Union financial
doc#0,"1 of Annex III to this Regulation, in so far as the systems are",AI,Subjected,used,Use,P,Government,Smuggled Patient ,"for law enforcement purposes, border management and"
doc#0,reason to consider general-purpose AI systems that can be,AI,Subjected,used,Use,P,Company,Smuggled Patient ,directly by deployers for at least one purpose that is
doc#0,"AI systems referred to in point 1, 6 or 7 of Annex III are",Company,Subjected,used,Use,P,Government,Smuggled Patient ,"by law enforcement, border control, immigration or asylum"
doc#0,and deployers of high-risk AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by public authorities shall take the necessary steps to
doc#0,systems. </s><s> This shall not include AI systems intended to be,AI,Subjected,used,Use,P,Social,Smuggled Patient ,for biometric verification the sole purpose of which is to
doc#0,person he or she claims to be; (b) AI systems intended to be,AI,Subjected,used,Use,P,Social,Smuggled Patient ,"for biometric categorisation, according to sensitive or"
doc#0,or characteristics; (c) AI systems intended to be,AI,Subjected,used,Use,P,Other,Smuggled Patient ,for emotion recognition. 2. </s><s> Critical infrastructure: AI
doc#0,. 2. </s><s> Critical infrastructure: AI systems intended to be,AI,Subjected,used,Use,P,Social,Smuggled Patient ,as safety components in the management and operation of
doc#0,institutions at all levels; (b) AI systems intended to be,AI,Subjected,used,Use,P,Other,Smuggled Patient ,"to evaluate learning outcomes, including when those"
doc#0,public services and benefits: (a) AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by public authorities or on behalf of public authorities to
doc#0,"their credit score, with the exception of AI systems",AI,Subjected,used,Use,P,Social,Smuggled Patient ,for the purpose of detecting financial fraud; (c) AI
doc#0,of detecting financial fraud; (c) AI systems intended to be,AI,Subjected,used,Use,P,Social,Smuggled Patient ,for risk assessment and pricing in relation to natural
doc#0,Union or national law: (a) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,"by or on behalf of law enforcement authorities, or by Union"
doc#0,victim of criminal offences; (b) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of law enforcement authorities or by Union
doc#0,polygraphs or similar tools; (c) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,"by or on behalf of law enforcement authorities, or by Union"
doc#0,of criminal offences; (d) AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by law enforcement authorities or on their behalf or by
doc#0,of natural persons or groups; (e) AI systems intended to be,AI,Subjected,used,Use,P,EU,Smuggled Patient ,by or on behalf of law enforcement authorities or by Union
doc#0,Union or national law: (a) AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,polygraphs or similar tools; (b) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,territory of a Member State; (c) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,the reliability of evidence; (d) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,"by or on behalf of competent public authorities, or by Union"
doc#0,and democratic processes: (a) AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by a judicial authority or on their behalf to assist a
doc#0,"EN OJ L, 12.7.2024 (b) AI systems intended to be",AI,Subjected,used,Use,P,Public,Suppressed,for influencing the outcome of an election or referendum or
doc#0,or tools provided by third parties and how those were,AI,Subjected,used,Use,P,Company,Smuggled Patient ,", integrated or modified by the provider; (b) the design"
doc#0,"of persons in respect of who, the system is intended to be",Public,Subjected,used,Use,P,AI,Smuggled Patient ,; the main classification choices; what the system is
doc#0,testing data used and their main characteristics; metrics,Social,Subjected,used,Use,P,Other,Smuggled Patient ,"to measure accuracy, robustness and compliance with other"
doc#0,; 6. </s><s> A basic and concise description of the information,Other,Subjected,used,Use,P,AI,Smuggled Patient ,"by the system (data, inputs) and its operating logic; 7. </s><s> The"
doc#0,", where applicable; (d) the computational resources",AI,Subjected,used,Use,P,Company,Suppressed,to train the model (e.g. number of floating point
doc#0,may be based on information about computational resources,AI,Subjected,used,Use,P,General,Smuggled Patient ,. </s><s> Section 2 Additional information to be provided by
doc#0,"or legal person, public authority, agency or other body",AI,Subjected,using,Use,A,Deployer,Smuggled Patient ,an AI system under its authority except where the AI system
doc#0,should include in particular AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,by or on behalf of law enforcement authorities or by Union
doc#0,"relevant Union and national law, AI systems intended to be",AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,"border control management should, in no circumstances, be",Social,Subjected,used,Use,P,General,Smuggled Patient ,"by Member States or Union institutions, bodies, offices or"
doc#0,under this Regulation. </s><s> With regard to high-risk AI systems,AI,Subjected,used,Use,P,Government,Smuggled Patient ,"for law enforcement purposes, that obligation should be"
doc#0,in an annex to this Regulation insofar as those systems are,AI,Subjected,used,Use,P,Social,Beneficiaries ,"for the purposes of law enforcement, migration, asylum and"
doc#0,"1 of Annex III to this Regulation, in so far as the systems are",Regulation,Subjected,used,Use,P,Acts,Smuggled Patient ,"for law enforcement purposes, border management and"
doc#0,"AI systems referred to in point 1, 6 or 7 of Annex III are",AI,Subjected,used,Use,P,Social,Smuggled Patient ,"by law enforcement, border control, immigration or asylum"
doc#0,Union or national law: (a) AI systems intended to be,AI,Subjected,used,Use,P,Government,Smuggled Patient ,"by or on behalf of law enforcement authorities, or by Union"
doc#0,victim of criminal offences; (b) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of law enforcement authorities or by Union
doc#0,polygraphs or similar tools; (c) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,"by or on behalf of law enforcement authorities, or by Union"
doc#0,of criminal offences; (d) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by law enforcement authorities or on their behalf or by
doc#0,of natural persons or groups; (e) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of law enforcement authorities or by Union
doc#0,Union or national law: (a) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,polygraphs or similar tools; (b) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,territory of a Member State; (c) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,by or on behalf of competent public authorities or by Union
doc#0,the reliability of evidence; (d) AI systems intended to be,AI,Subjected,used,Use,P,General,Smuggled Patient ,"by or on behalf of competent public authorities, or by Union"
doc#0,and data governance means that AI systems are developed and,AI,Subjected,used,Use,P,General,Smuggled Patient ,"in accordance with privacy and data protection rules,"
doc#0,and data governance means that AI systems are developed and,AI,Subjected,used,Use,P,Public,Smuggled Patient ,"in accordance with privacy and data protection rules,"
doc#0,well-being means that AI systems are developed and,Company,Suppressed,used,Use,P,Social,Smuggled Patient ,in a sustainable and environmentally friendly manner as
doc#0,"facilities and researchers, should be able to access and",Company,Agent,use,Use,A,Other,Subjected,high-quality data sets within the fields of activities of
